-0.03586855	0.042570382	-0.08662468	0.032713287	-0.06301058	0.030372579	-0.017620698	0.08106617	0.01592396	-0.019812457	0.03521394	-0.030437121	0.08681895	-0.03584058	-0.002904749	-0.059714805
0.07132739	-0.07314558	0.07565374	-0.052594602	0.103017114	-0.067552656	0.031259105	-0.042042937	-0.075463936	0.12583746	-0.048813976	0.034379266	-0.13459083	0.035065018	0.11015211	0.07706252
-0.38483718	0.34838516	-0.43745446	0.32901868	-0.3083802	0.27607253	-0.2935508	0.33748862	0.28003228	-0.24663183	0.29094195	-0.29310682	0.5334247	-0.35064358	-0.33135894	-0.24023601
-0.31678143	0.2467858	-0.26909515	0.22662114	-0.28280497	0.2405964	-0.2744227	0.22670126	0.26034784	-0.24261786	0.26944494	-0.29446974	0.2093875	-0.24211779	-0.30996767	-0.28831896
0.21494283	-0.19012505	0.17735757	-0.13504869	0.110413365	-0.09786043	0.13964014	-0.19133145	-0.17569228	0.10085275	-0.1673486	0.155229	-0.22872217	0.18119998	0.10021763	0.08487858
-0.16686395	0.06860412	-0.14336708	0.074461594	-0.021168156	0.0441909	-0.04921943	0.10494573	0.104411826	-0.06495479	0.093409985	-0.033363763	0.16387245	-0.07123072	-0.034771644	-0.086355984
0.4057745	-0.37375754	0.48225677	-0.3959676	0.41148183	-0.4045701	0.31914443	-0.4391749	-0.31756282	0.31034797	-0.34113428	0.31018886	-0.5037231	0.32627502	0.32612467	0.38891065
0.04258408	-0.058671173	0.08922447	-0.14472497	0.14195465	-0.1274317	0.08230932	-0.05802648	-0.06914549	0.112727836	-0.1485408	0.107558146	0.030204017	0.14690341	0.12914342	0.10711738
-0.22395451	0.21495219	-0.20680112	0.2185605	-0.28762335	0.25306892	-0.25562373	0.27886537	0.2388009	-0.30228668	0.23983493	-0.2192844	0.17901377	-0.2665457	-0.24075332	-0.2730062
0.10908276	-0.06382985	0.0926216	-0.10720987	0.12185698	-0.04319162	0.068797775	-0.08896014	-0.04884321	0.073371634	-0.10379373	0.10079872	-0.09662038	0.14012365	0.10850017	0.10456737
-0.21191992	0.12726033	-0.14502782	0.1425788	-0.18354042	0.16170385	-0.1217336	0.21316887	0.19001225	-0.103639804	0.13826372	-0.09709731	0.21556947	-0.12072944	-0.15216234	-0.14281273
-0.23439941	0.23111096	-0.2988691	0.1704521	-0.13751347	0.18125764	-0.17406674	0.23693684	0.17148471	-0.07186092	0.1845916	-0.09381417	0.3736016	-0.15315422	-0.15392283	-0.06768363
0.06582243	-0.011763537	0.08132654	-0.036661495	0.0012717801	0.001346088	-0.040805977	-0.018246332	0.02553443	-0.043736182	0.026305389	0.029316496	-0.06995137	-0.02095331	0.031183463	-0.020035626
-0.1516662	0.1651693	-0.14812392	0.16156137	-0.17407225	0.15807974	-0.1074712	0.12158301	0.10209717	-0.12604983	0.1577929	-0.08996263	0.14324212	-0.14597237	-0.17597562	-0.12651488
-0.29160416	0.29848433	-0.2710932	0.30205953	-0.26842153	0.2625864	-0.25218973	0.22045745	0.23421077	-0.32086334	0.23330139	-0.2911404	0.17046173	-0.26063347	-0.30077648	-0.31927606
0.4155396	-0.36051333	0.44645938	-0.37267435	0.41971928	-0.37248728	0.3562548	-0.43971008	-0.3394598	0.40155938	-0.33884898	0.34044436	-0.44272557	0.376977	0.40370345	0.34798947
-0.20612791	0.18282399	-0.20139372	0.13030033	-0.18528251	0.13393152	-0.17887686	0.24487238	0.16316988	-0.19022004	0.19878091	-0.12947063	0.28134623	-0.16832732	-0.15690282	-0.1386102
